datetime,ahu1_fan_kw,ahu1_fan_speed_pct,ahu1_cfm,ahu2_fan_kw,ahu2_fan_speed_pct,ahu2_cfm,ahu3_fan_kw,ahu3_fan_speed_pct,ahu3_cfm,oat_f
2024-03-21 01:00,0.00,0,0,0.00,0,0,0.00,0,0,33.1
2024-03-21 02:00,0.00,0,0,0.00,0,0,0.00,0,0,33.1
2024-03-21 03:00,0.00,0,0,0.00,0,0,0.00,0,0,33.1
2024-03-21 04:00,0.00,0,0,0.00,0,0,0.00,0,0,33.1
2024-03-21 05:00,0.00,0,0,0.00,0,0,0.00,0,0,33.6
2024-03-21 06:00,0.00,0,0,0.00,0,0,0.00,0,0,34.7
2024-03-21 07:00,8.917,100,15000,0.00,0,0,2.703,100,5000,35.6
2024-03-21 08:00,8.787,100,15000,4.638,100,8000,2.649,100,5000,37.2
2024-03-21 09:00,8.696,100,15000,4.766,100,8000,2.587,100,5000,38.6
2024-03-21 10:00,8.806,100,15000,4.752,100,8000,2.741,100,5000,39.0
2024-03-21 11:00,8.859,100,15000,4.791,100,8000,2.664,100,5000,39.0
2024-03-21 12:00,8.751,100,15000,4.672,100,8000,2.741,100,5000,36.5
2024-03-21 13:00,8.982,100,15000,4.755,100,8000,2.814,100,5000,35.6
2024-03-21 14:00,8.846,100,15000,4.764,100,8000,2.692,100,5000,37.2
2024-03-21 15:00,8.821,100,15000,4.884,100,8000,2.741,100,5000,38.6
2024-03-21 16:00,8.664,100,15000,4.692,100,8000,2.697,100,5000,39.0
2024-03-21 17:00,8.954,100,15000,4.625,100,8000,2.589,100,5000,38.3
2024-03-21 18:00,8.597,100,15000,4.715,100,8000,2.676,100,5000,37.9
2024-03-21 19:00,8.896,100,15000,4.666,100,8000,2.631,100,5000,37.4
2024-03-21 20:00,8.581,100,15000,4.743,100,8000,2.695,100,5000,37.0
2024-03-21 21:00,0.00,0,0,4.790,100,8000,2.712,100,5000,37.0
2024-03-21 22:00,0.00,0,0,4.706,100,8000,2.734,100,5000,37.0
2024-03-21 23:00,0.00,0,0,0.00,0,0,2.675,100,5000,37.0
2024-03-21 24:00,0.00,0,0,0.00,0,0,0.00,0,0,37.0
2024-03-22 01:00,0.00,0,0,0.00,0,0,0.00,0,0,36.4
2024-03-22 02:00,0.00,0,0,0.00,0,0,0.00,0,0,36.0
2024-03-22 03:00,0.00,0,0,0.00,0,0,0.00,0,0,36.0
2024-03-22 04:00,0.00,0,0,0.00,0,0,0.00,0,0,36.0
2024-03-22 05:00,0.00,0,0,0.00,0,0,0.00,0,0,36.0
2024-03-22 06:00,0.00,0,0,0.00,0,0,0.00,0,0,36.0
2024-03-22 07:00,0.00,0,0,0.00,0,0,0.00,0,0,35.4
2024-03-22 08:00,8.762,100,15000,4.683,100,8000,2.656,100,5000,35.1
2024-03-22 09:00,8.562,100,15000,4.731,100,8000,2.690,100,5000,35.6
2024-03-22 10:00,8.802,100,15000,4.669,100,8000,2.695,100,5000,36.6
2024-03-22 11:00,9.078,100,15000,4.723,100,8000,2.660,100,5000,37.6
2024-03-22 12:00,8.771,100,15000,4.715,100,8000,2.629,100,5000,38.6
2024-03-22 13:00,8.833,100,15000,4.724,100,8000,2.754,100,5000,39.0
2024-03-22 14:00,8.975,100,15000,4.793,100,8000,2.651,100,5000,39.6
2024-03-22 15:00,8.939,100,15000,4.639,100,8000,2.693,100,5000,39.9
2024-03-22 16:00,8.906,100,15000,4.666,100,8000,2.760,100,5000,39.9
2024-03-22 17:00,8.925,100,15000,4.585,100,8000,2.702,100,5000,40.6
2024-03-22 18:00,8.796,100,15000,4.720,100,8000,2.699,100,5000,41.0
2024-03-22 19:00,0.00,0,0,4.748,100,8000,2.598,100,5000,40.3
2024-03-22 20:00,0.00,0,0,4.638,100,8000,2.711,100,5000,39.9
2024-03-22 21:00,0.00,0,0,4.812,100,8000,2.757,100,5000,39.9
2024-03-22 22:00,0.00,0,0,4.848,100,8000,2.597,100,5000,40.6
2024-03-22 23:00,0.00,0,0,0.00,0,0,2.711,100,5000,41.0
2024-03-22 24:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2024-03-23 01:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2024-03-23 02:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2024-03-23 03:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2024-03-23 04:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2024-03-23 05:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2024-03-23 06:00,0.00,0,0,0.00,0,0,0.00,0,0,40.3
2024-03-23 07:00,0.00,0,0,0.00,0,0,0.00,0,0,40.6
2024-03-23 08:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2024-03-23 09:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2024-03-23 10:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2024-03-23 11:00,0.00,0,0,0.00,0,0,0.00,0,0,41.0
2024-03-23 12:00,0.00,0,0,4.584,100,8000,0.00,0,0,41.0
2024-03-23 13:00,0.00,0,0,4.834,100,8000,0.00,0,0,41.0
2024-03-23 14:00,0.00,0,0,4.738,100,8000,0.00,0,0,41.0
2024-03-23 15:00,0.00,0,0,4.639,100,8000,0.00,0,0,40.3
2024-03-23 16:00,0.00,0,0,4.862,100,8000,0.00,0,0,39.9
2024-03-23 17:00,0.00,0,0,4.766,100,8000,0.00,0,0,39.9
2024-03-23 18:00,0.00,0,0,4.586,100,8000,0.00,0,0,39.9
2024-03-23 19:00,0.00,0,0,0.00,0,0,0.00,0,0,39.4
2024-03-23 20:00,0.00,0,0,0.00,0,0,0.00,0,0,38.3
2024-03-23 21:00,0.00,0,0,0.00,0,0,0.00,0,0,38.6
2024-03-23 22:00,0.00,0,0,0.00,0,0,0.00,0,0,39.0
2024-03-23 23:00,0.00,0,0,0.00,0,0,0.00,0,0,39.0
2024-03-23 24:00,0.00,0,0,0.00,0,0,0.00,0,0,39.0
2024-03-24 01:00,0.00,0,0,0.00,0,0,0.00,0,0,39.0
2024-03-24 02:00,0.00,0,0,0.00,0,0,0.00,0,0,39.0
2024-03-24 03:00,0.00,0,0,0.00,0,0,0.00,0,0,38.3
2024-03-24 04:00,0.00,0,0,0.00,0,0,0.00,0,0,37.9
2024-03-24 05:00,0.00,0,0,0.00,0,0,0.00,0,0,37.9
2024-03-24 06:00,0.00,0,0,0.00,0,0,0.00,0,0,37.9
2024-03-24 07:00,8.889,100,15000,0.00,0,0,2.651,100,5000,37.9
2024-03-24 08:00,8.865,100,15000,4.687,100,8000,2.735,100,5000,38.6
2024-03-24 09:00,8.661,100,15000,4.742,100,8000,2.753,100,5000,40.3
2024-03-24 10:00,8.740,100,15000,4.735,100,8000,2.688,100,5000,43.5
2024-03-24 11:00,8.758,100,15000,4.766,100,8000,2.684,100,5000,44.4
2024-03-24 12:00,8.725,100,15000,4.845,100,8000,2.712,100,5000,43.4
2024-03-24 13:00,8.828,100,15000,4.675,100,8000,2.648,100,5000,45.5
2024-03-24 14:00,9.013,100,15000,4.710,100,8000,2.698,100,5000,48.2
2024-03-24 15:00,8.826,100,15000,4.764,100,8000,2.675,100,5000,50.3
2024-03-24 16:00,8.951,100,15000,4.707,100,8000,2.713,100,5000,51.1
2024-03-24 17:00,8.939,100,15000,4.712,100,8000,2.645,100,5000,50.4
2024-03-24 18:00,8.725,100,15000,4.668,100,8000,2.640,100,5000,48.8
2024-03-24 19:00,8.965,100,15000,4.717,100,8000,2.743,100,5000,44.3
2024-03-24 20:00,9.153,100,15000,4.722,100,8000,2.618,100,5000,39.5
2024-03-24 21:00,0.00,0,0,4.693,100,8000,2.677,100,5000,35.5
2024-03-24 22:00,0.00,0,0,4.615,100,8000,2.670,100,5000,32.7
2024-03-24 23:00,0.00,0,0,0.00,0,0,2.692,100,5000,31.3
2024-03-24 24:00,0.00,0,0,0.00,0,0,0.00,0,0,28.4
2024-03-25 01:00,0.00,0,0,0.00,0,0,0.00,0,0,27.6
2024-03-25 02:00,0.00,0,0,0.00,0,0,0.00,0,0,25.6
2024-03-25 03:00,0.00,0,0,0.00,0,0,2.662,100,5000,22.7
2024-03-25 04:00,0.00,0,0,0.00,0,0,2.649,100,5000,21.4
2024-03-25 05:00,0.00,0,0,0.00,0,0,2.649,100,5000,22.3
2024-03-25 06:00,0.00,0,0,0.00,0,0,2.752,100,5000,21.1
2024-03-25 07:00,8.829,100,15000,0.00,0,0,2.647,100,5000,24.3
2024-03-25 08:00,8.800,100,15000,4.788,100,8000,2.652,100,5000,33.3
2024-03-25 09:00,8.914,100,15000,4.772,100,8000,2.710,100,5000,40.8
2024-03-25 10:00,9.036,100,15000,4.681,100,8000,2.726,100,5000,46.1
2024-03-25 11:00,8.745,100,15000,4.692,100,8000,2.728,100,5000,49.9
2024-03-25 12:00,8.959,100,15000,4.720,100,8000,2.632,100,5000,52.9
2024-03-25 13:00,8.925,100,15000,4.675,100,8000,2.643,100,5000,55.2
2024-03-25 14:00,8.764,100,15000,4.737,100,8000,2.595,100,5000,57.9
2024-03-25 15:00,8.898,100,15000,4.732,100,8000,2.657,100,5000,59.0
2024-03-25 16:00,8.988,100,15000,4.763,100,8000,2.656,100,5000,60.2
2024-03-25 17:00,8.761,100,15000,4.769,100,8000,2.619,100,5000,60.4
2024-03-25 18:00,8.806,100,15000,4.675,100,8000,2.683,100,5000,57.5
2024-03-25 19:00,8.878,100,15000,4.723,100,8000,2.726,100,5000,52.9
2024-03-25 20:00,8.880,100,15000,4.698,100,8000,2.631,100,5000,49.2
2024-03-25 21:00,0.00,0,0,4.771,100,8000,0.00,0,0,44.9
2024-03-25 22:00,0.00,0,0,4.757,100,8000,2.738,100,5000,40.5
2024-03-25 23:00,0.00,0,0,0.00,0,0,2.650,100,5000,41.5
2024-03-25 24:00,0.00,0,0,0.00,0,0,0.00,0,0,40.5
2024-03-26 01:00,0.00,0,0,0.00,0,0,0.00,0,0,36.5
2024-03-26 02:00,0.00,0,0,0.00,0,0,0.00,0,0,33.8
2024-03-26 03:00,0.00,0,0,0.00,0,0,0.00,0,0,33.1
2024-03-26 04:00,0.00,0,0,0.00,0,0,0.00,0,0,33.6
2024-03-26 05:00,0.00,0,0,0.00,0,0,0.00,0,0,30.8
2024-03-26 06:00,0.00,0,0,0.00,0,0,0.00,0,0,32.8
2024-03-26 07:00,8.854,100,15000,0.00,0,0,2.678,100,5000,33.1
2024-03-26 08:00,8.838,100,15000,4.721,100,8000,2.611,100,5000,37.6
2024-03-26 09:00,8.960,100,15000,4.766,100,8000,2.725,100,5000,46.6
2024-03-26 10:00,9.149,100,15000,4.697,100,8000,2.679,100,5000,56.9
2024-03-26 11:00,8.851,100,15000,4.858,100,8000,2.610,100,5000,64.7
2024-03-26 12:00,8.914,100,15000,4.616,100,8000,2.576,100,5000,69.5
2024-03-26 13:00,8.582,100,15000,4.622,100,8000,2.723,100,5000,72.3
2024-03-26 14:00,8.735,100,15000,4.704,100,8000,2.633,100,5000,74.3
2024-03-26 15:00,8.931,100,15000,4.642,100,8000,2.733,100,5000,75.0
2024-03-26 16:00,8.718,100,15000,4.666,100,8000,2.685,100,5000,75.0
2024-03-26 17:00,8.853,100,15000,4.821,100,8000,2.685,100,5000,73.8
2024-03-26 18:00,8.690,100,15000,4.680,100,8000,2.657,100,5000,72.4
2024-03-26 19:00,8.946,100,15000,4.747,100,8000,2.675,100,5000,69.5
2024-03-26 20:00,8.965,100,15000,4.683,100,8000,2.675,100,5000,66.1
2024-03-26 21:00,0.00,0,0,4.733,100,8000,2.741,100,5000,66.2
2024-03-26 22:00,0.00,0,0,4.713,100,8000,2.666,100,5000,66.4
2024-03-26 23:00,0.00,0,0,0.00,0,0,2.638,100,5000,65.3
2024-03-26 24:00,0.00,0,0,0.00,0,0,0.00,0,0,62.5
2024-03-27 01:00,0.00,0,0,0.00,0,0,0.00,0,0,60.4
2024-03-27 02:00,0.00,0,0,0.00,0,0,0.00,0,0,57.5
2024-03-27 03:00,0.00,0,0,0.00,0,0,0.00,0,0,52.9
2024-03-27 04:00,0.00,0,0,0.00,0,0,0.00,0,0,51.6
2024-03-27 05:00,0.00,0,0,0.00,0,0,0.00,0,0,52.7
2024-03-27 06:00,0.00,0,0,0.00,0,0,0.00,0,0,52.4
2024-03-27 07:00,8.941,100,15000,0.00,0,0,2.656,100,5000,52.0
2024-03-27 08:00,8.896,100,15000,4.585,100,8000,2.722,100,5000,56.4
2024-03-27 09:00,8.673,100,15000,4.665,100,8000,2.723,100,5000,64.0
2024-03-27 10:00,8.673,100,15000,4.714,100,8000,2.683,100,5000,68.8
2024-03-27 11:00,8.717,100,15000,4.815,100,8000,2.740,100,5000,71.9
2024-03-27 12:00,8.588,100,15000,4.617,100,8000,2.712,100,5000,74.8
2024-03-27 13:00,8.677,100,15000,4.692,100,8000,2.685,100,5000,77.8
2024-03-27 14:00,8.942,100,15000,4.704,100,8000,2.684,100,5000,79.0
2024-03-27 15:00,8.747,100,15000,4.811,100,8000,2.660,100,5000,80.9
2024-03-27 16:00,8.895,100,15000,4.684,100,8000,2.684,100,5000,82.0
2024-03-27 17:00,8.828,100,15000,4.708,100,8000,2.639,100,5000,82.0
2024-03-27 18:00,8.956,100,15000,4.820,100,8000,2.690,100,5000,80.1
2024-03-27 19:00,8.947,100,15000,4.779,100,8000,2.717,100,5000,77.7
2024-03-27 20:00,8.890,100,15000,4.735,100,8000,2.715,100,5000,75.8
2024-03-27 21:00,0.00,0,0,4.725,100,8000,2.641,100,5000,71.9
2024-03-27 22:00,0.00,0,0,4.722,100,8000,2.604,100,5000,67.5
2024-03-27 23:00,0.00,0,0,0.00,0,0,2.680,100,5000,64.1
2024-03-27 24:00,0.00,0,0,0.00,0,0,0.00,0,0,64.9
2024-03-28 01:00,0.00,0,0,0.00,0,0,0.00,0,0,66.0
2024-03-28 02:00,0.00,0,0,0.00,0,0,0.00,0,0,67.3
2024-03-28 03:00,0.00,0,0,0.00,0,0,0.00,0,0,67.3
2024-03-28 04:00,0.00,0,0,0.00,0,0,0.00,0,0,65.7
2024-03-28 05:00,0.00,0,0,0.00,0,0,0.00,0,0,64.4
2024-03-28 06:00,0.00,0,0,0.00,0,0,0.00,0,0,62.8
2024-03-28 07:00,8.905,100,15000,0.00,0,0,2.730,100,5000,61.4
2024-03-28 08:00,8.870,100,15000,4.786,100,8000,2.680,100,5000,61.7
2024-03-28 09:00,8.714,100,15000,4.620,100,8000,2.641,100,5000,64.5
2024-03-28 10:00,8.669,100,15000,4.765,100,8000,2.672,100,5000,65.3
2024-03-28 11:00,8.926,100,15000,4.725,100,8000,2.722,100,5000,66.2
2024-03-28 12:00,8.991,100,15000,4.674,100,8000,2.669,100,5000,68.8
2024-03-28 13:00,8.779,100,15000,4.605,100,8000,2.707,100,5000,70.7
2024-03-28 14:00,9.008,100,15000,4.720,100,8000,2.660,100,5000,73.5
2024-03-28 15:00,8.995,100,15000,4.554,100,8000,2.687,100,5000,75.6
2024-03-28 16:00,8.869,100,15000,4.680,100,8000,2.736,100,5000,74.1
2024-03-28 17:00,8.979,100,15000,4.702,100,8000,2.677,100,5000,74.3
2024-03-28 18:00,8.798,100,15000,4.684,100,8000,2.627,100,5000,73.8
2024-03-28 19:00,9.033,100,15000,4.793,100,8000,2.712,100,5000,71.1
2024-03-28 20:00,8.705,100,15000,4.867,100,8000,2.760,100,5000,68.7
2024-03-28 21:00,0.00,0,0,4.733,100,8000,2.644,100,5000,67.3
2024-03-28 22:00,0.00,0,0,4.659,100,8000,2.697,100,5000,66.4
2024-03-28 23:00,0.00,0,0,0.00,0,0,2.643,100,5000,65.3
2024-03-28 24:00,0.00,0,0,0.00,0,0,0.00,0,0,64.4
2025-03-15 01:00,0.00,0,0,0.00,0,0,0.00,0,0,31.9
2025-03-15 02:00,0.00,0,0,0.00,0,0,0.00,0,0,30.5
